"","OTU","Sample","Abundance","group","loc","site","year","season","season2","state","depth","water","TOM","Bio","hCOM","lCOM","NO3","NO2","NH4","P","pH","Salinity","mcrA_DW","mean_temp","sd_temp","mean_hum","sd_hum","mean_precip","sd_precip","Drought_Status","Drought_Prop","season3","Month","Mean_GW","SD_GW","aerobic_ammonia_oxidation","Nutrient_Date","Domain","Kingdom","Group","Phylum","Class","Order","Family","Genus","Species"
"1682","Dada8718","X16S.18DecPW105",1580943.691,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1683","Dada856","X16S.19FebCW305",1568567.026,"19FebCW3","CW","C",19,"February","19-Feb","W","05-10 cm",45.48,NA,NA,NA,NA,0.17,NA,11.54,0.3,5.75,NA,1e+06,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-7.445499031,1.404334023,0.82,"April","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","AF524005",NA
"1684","Dada3188","X16S.18AprPW305",1565628.326,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"1685","Dada573","X16S.18JunPD205",1552472.173,"18JunPD2","PD","P",18,"June","18-Jun","D","05-10 cm",69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,2.99,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1686","Dada8586","X16S.18JunCW205",1545650.611,"18JunCW2","CW","C",18,"June","18-Jun","W","05-10 cm",52.1,924.61,100.21,266.12,558.26,0.09,0.15,12.13,0.77,6.47,6.67,1760000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-70.28076152,4.244748628,0.9,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"1687","Dada2688","X16S.19FebPW105",1545478.198,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13","DQ138963",NA
"1688","Dada783","X16S.18AugPD205",1545467.09,"18AugPD2","PD","P",18,"August","18-Aug","D","05-10 cm",62.83888889,1074.73437,69.2566131,368.5682902,613.2384655,119.6,0,6.1,1.2,6.4,0.24,882000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-68.49962702,8.743766467,3.58,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1689","Dada20017","X16S.19FebPW205",1531372.815,"19FebPW2","PW","P",19,"February","19-Feb","W","05-10 cm",74.72,NA,NA,NA,NA,0.84,NA,14.32,8.55,6.94,NA,56200000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.53,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","AF358001",NA
"1690","Dada502","X16S.18AprPW305",1520896.088,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"1691","Dada1060","X16S.18OctPD205",1519890.467,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","JN003126",NA
"1692","Dada11348","X16S.18AprPW105",1516479.663,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13","JN038948",NA
"1693","Dada30665","X16S.18AprPW105",1516479.663,"18AprPW1","PW","P",18,"April","18-Apr","W","05-10 cm",84.4,1302.3744,176.2176,584.4864,359.9232,2.9,0.1,28.8,4.1,6.56,0.54,4.2e+07,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.29,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","JN038997",NA
"1694","Dada900","X16S.18OctCW105",1513547.602,"18OctCW1","CW","C",18,"October","18-Oct","W","05-10 cm",25.79787234,317.7,19,96.09,202.62,0.06,0.06,6.71,0.28,6.7,2.05,191000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0,"Autumn",10,-28.17885978,26.05611068,1.26,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1695","Dada564","X16S.18JunCW305",1510309.717,"18JunCW3","CW","C",18,"June","18-Jun","W","05-10 cm",51.2,1256.37,61.66,241.45,953.26,0.09,0.17,9.89,1.28,6.47,6.67,7510000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-70.28076152,4.244748628,0.62,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Candidatus Nitrotoga",NA
"1696","Dada2976","X16S.18JunPD205",1508115.826,"18JunPD2","PD","P",18,"June","18-Jun","D","05-10 cm",69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,2.99,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","FJ936885",NA
"1697","Dada663","X16S.19FebCD205",1501976.827,"19FebCD2","CD","C",19,"February","19-Feb","D","05-10 cm",36.16,NA,NA,NA,NA,11.55,NA,52.22,0.52,5.4,NA,98600,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-31.9915067,2.957510874,1.42,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","GQ487960",NA
"1698","Dada2257","X16S.18AprPW305",1498529.969,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1699","Dada2257","X16S.18JunPD205",1463759.478,"18JunPD2","PD","P",18,"June","18-Jun","D","05-10 cm",69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,2.99,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1700","Dada16403","X16S.18DecPW105",1459332.638,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1701","Dada6398","X16S.18DecPW105",1459332.638,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1702","Dada2272","X16S.18OctPD205",1459094.849,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1703","Dada1843","X16S.18AugPW305",1447990.37,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"1704","Dada10050","X16S.19FebPW105",1430998.332,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1705","Dada5078","X16S.19FebPW105",1430998.332,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","GQ396825",NA
"1706","Dada2556","X16S.18OctCW105",1427059.168,"18OctCW1","CW","C",18,"October","18-Oct","W","05-10 cm",25.79787234,317.7,19,96.09,202.62,0.06,0.06,6.71,0.28,6.7,2.05,191000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",0,"Autumn",10,-28.17885978,26.05611068,1.26,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans","FQ659541"
"1707","Dada25719","X16S.18JunPW105",1412970.343,"18JunPW1","PW","P",18,"June","18-Jun","W","05-10 cm",79.1,4883.26,166.37,394.33,4322.51,0.24,0.29,54.63,10.83,6.97,0.36,11600000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",0.967,"Summer",6,-11.06094444,2.901433557,3.84,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae",NA,NA
"1708","Dada7118","X16S.18AprPD305",1408797.378,"18AprPD3","PD","P",18,"April","18-Apr","D","05-10 cm",70.7,794.1834756,204.7464664,420.0790714,100.7102765,6.5,0.1,16.4,0.8,6.04,0.1,466000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,3.04,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1709","Dada2976","X16S.18AprPD205",1407576.071,"18AprPD2","PD","P",18,"April","18-Apr","D","05-10 cm",75.6,763.42,171.9266667,455.2739394,76.98060606,4.6,0.3,4.2,0.6,6.04,0.1,541000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,0.40478125,4.589609735,4.4,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","FJ936885",NA
"1710","Dada3347","X16S.18AprPW205",1404425.574,"18AprPW2","PW","P",18,"April","18-Apr","W","05-10 cm",78.4,841.3329951,92.52824637,330.979275,307.1648106,4.2,0.1,13.4,4.8,6.56,0.54,18700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.71,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"1711","Dada9168","X16S.18AprPW205",1404425.574,"18AprPW2","PW","P",18,"April","18-Apr","W","05-10 cm",78.4,841.3329951,92.52824637,330.979275,307.1648106,4.2,0.1,13.4,4.8,6.56,0.54,18700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.71,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1712","Dada2196","X16S.18AugPW105",1399326.25,"18AugPW1","PW","P",18,"August","18-Aug","W","05-10 cm",80.31027668,1795.628162,101.6370208,426.4043225,1119.781747,6.8,0.1,16.8,11.5,6.85,0.41,49700000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.22,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1713","Dada120","X16S.19FebPW305",1399312.48,"19FebPW3","PW","P",19,"February","19-Feb","W","05-10 cm",80.78,NA,NA,NA,NA,8.75,NA,41.58,24.78,6.94,NA,15600000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.87,"April","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"1714","Dada5840","X16S.18AprCW105",1391306.607,"18AprCW1","CW","C",18,"April","18-Apr","W","05-10 cm",58.6,592.5035077,78.46135385,195.4287692,259.7021538,0.6,0.1,23.5,0.2,6.28,5.47,10700000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,-4.932924379,6.49356005,0.67,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"1715","Dada7981","X16S.18JunPD205",1375046.782,"18JunPD2","PD","P",18,"June","18-Jun","D","05-10 cm",69.7,1156.57,85.67,624.15,446.76,43.15,0.17,23.43,1.97,6.49,0.23,175000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",1,"Summer",6,-59.09927431,4.650930397,2.99,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"1716","Dada3139","X16S.19FebPW105",1373758.399,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1717","Dada58","X16S.19FebPW105",1373758.399,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"1718","Dada10697","X16S.19FebPD305",1363456.483,"19FebPD3","PD","P",19,"February","19-Feb","D","05-10 cm",62.06,NA,NA,NA,NA,38.6,NA,8.64,3.08,6.32,NA,1470000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.43,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1719","Dada7118","X16S.19FebPD305",1363456.483,"19FebPD3","PD","P",19,"February","19-Feb","D","05-10 cm",62.06,NA,NA,NA,NA,38.6,NA,8.64,3.08,6.32,NA,1470000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,-10.1771503,3.441690968,3.43,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1720","Dada1998","X16S.18AugCD105",1351930.446,"18AugCD1","CD","C",18,"August","18-Aug","D","05-10 cm",35.92893401,523.6310569,66.20773253,241.5598954,167.195595,1.3,0,35.1,0.5,6.96,1.51,445000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-81.96047439,6.347956157,0,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"1721","Dada4660","X16S.18JunPW105",1345686.041,"18JunPW1","PW","P",18,"June","18-Jun","W","05-10 cm",79.1,4883.26,166.37,394.33,4322.51,0.24,0.29,54.63,10.83,6.97,0.36,11600000,18.56888889,2.326738354,66.12222222,10.96510779,0.836666667,3.00430534,"Drought",0.967,"Summer",6,-11.06094444,2.901433557,3.84,"March","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira (Nitrospiraceae)",NA
"1722","Dada1843","X16S.18AprPW305",1341967.136,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"1723","Dada2371","X16S.18DecPW105",1337721.585,"18DecPW1","PW","P",18,"December","18-Dec","W","05-10 cm",83.7,958.6739026,101.0820855,687.2932232,134.4633526,8.7,0.3,23.8,10.2,NA,NA,1.94e+08,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0,"Winter",12,3.96905578,1.187272695,3.32,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","GQ472400",NA
"1724","Dada5709","X16S.18AprPW305",1319601.017,"18AprPW3","PW","P",18,"April","18-Apr","W","05-10 cm",80.2,894.717688,101.0910891,464.1423067,209.0276693,7.2,0.1,21.3,6,6.56,0.54,11300000,10.97777778,4.568686803,72.82222222,12.91876574,1.2,2.579494738,"Non-drought",0,"Spring",4,6.895236111,2.425894151,3.61,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"1725","Dada2289","X16S.19FebPW105",1316518.465,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1726","Dada24969","X16S.19FebPW105",1316518.465,"19FebPW1","PW","P",19,"February","19-Feb","W","05-10 cm",83.85,NA,NA,NA,NA,2.02,NA,20.17,7.26,6.94,NA,13300000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.37,"April","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1727","Dada53","X16S.18DecCD205",1310966.069,"18DecCD2","CD","C",18,"December","18-Dec","D","05-10 cm",26.7,387.9879854,34.47627833,189.3192431,111.7476169,0.3,0,6.2,0.1,NA,NA,15100,4.53655914,2.956265848,86.60215054,6.593722803,1.996774194,2.614508733,"Non-drought",0.194,"Winter",12,-38.4228629,7.643273536,0.49,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Sideroxydans",NA
"1728","Dada509","X16S.18AugPW305",1287102.551,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1729","Dada8757","X16S.18AugPW305",1287102.551,"18AugPW3","PW","P",18,"August","18-Aug","W","05-10 cm",76.94144144,567.7431462,94.0177323,396.5340641,66.81892225,13,0.1,12,6.8,6.85,0.41,15500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-20.9099496,5.635844392,4.74,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","JN615836",NA
"1730","Dada149","X16S.18AugCW305",1281503.631,"18AugCW3","CW","C",18,"August","18-Aug","W","05-10 cm",28.11064718,541.6540155,33.18352545,192.9588486,279.9566671,0.3,0,5.2,0.8,6.89,7.38,11500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.57,"Original","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae",NA,NA
"1731","Dada564","X16S.18AugCW305",1281503.631,"18AugCW3","CW","C",18,"August","18-Aug","W","05-10 cm",28.11064718,541.6540155,33.18352545,192.9588486,279.9566671,0.3,0,5.2,0.8,6.89,7.38,11500000,20.72795699,3.297677036,63.95698925,8.49171358,1.151612903,2.477077709,"Drought",1,"Summer",8,-73.63866667,2.278769456,0.57,"Original","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Gallionellaceae","Candidatus Nitrotoga",NA
"1732","Dada619","X16S.19FebPW305",1279585.209,"19FebPW3","PW","P",19,"February","19-Feb","W","05-10 cm",80.78,NA,NA,NA,NA,8.75,NA,41.58,24.78,6.94,NA,15600000,5.196428571,2.708808058,77.70238095,10.91920922,0.953571429,2.090628497,"Non-drought",0,"Winter",2,4.995372024,0.416214823,3.87,"April","Bacteria","Bacteria (superkingdom)","Nitrospirae (superphylum)","Nitrospirae","Nitrospira","Nitrospirales","FW13",NA,NA
"1733","Dada3434","X16S.18OctPD205",1276707.993,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
"1734","Dada509","X16S.18OctPD205",1276707.993,"18OctPD2","PD","P",18,"October","18-Oct","D","05-10 cm",57.78364116,683.52,51.42,383.99,248.13,NA,0.11,20.58,1.74,6.3,0.23,888000,11.32258065,3.287567908,76.08602151,8.744084876,1.516129032,3.271095308,"Drought",1,"Autumn",10,-59.32242608,6.521863229,3.12,"March","Bacteria","Bacteria (superkingdom)","Proteobacteria (superphylum)","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae",NA,NA
